timestamp	episode	reward	steps	end_reason	route	TOTAL_EGO_CRASHES	TOTAL_COLLISION_EVENTS	TOTAL_EGO_COLLISIONS	TOTAL_EGO_TELEPORTS	TOTAL_EGO_EMERGENCY_STOPS
2026-05-02T20:54:41	1	25.757318	932	arrived	None	0	20	0	0	0
2026-05-02T20:54:45	2	23.730871	725	arrived	None	0	50	0	0	0
2026-05-02T20:54:47	3	141.737849	485	arrived	None	0	58	0	0	0
2026-05-02T20:54:50	4	158.878111	637	arrived	None	0	67	0	0	0
2026-05-02T20:54:52	5	-56.540000	249	arrived	None	0	69	0	0	0
2026-05-02T20:54:54	6	194.934453	346	arrived	None	0	74	0	0	0
2026-05-02T20:54:55	7	174.237360	191	arrived	None	0	76	0	0	0
2026-05-02T20:54:59	8	-477.294772	822	arrived	None	0	107	0	0	0
2026-05-02T20:55:01	9	-155.604256	315	arrived	None	0	114	0	0	0
2026-05-02T20:55:04	10	-82.543417	614	arrived	None	0	124	0	0	0
2026-05-02T20:55:07	11	107.510374	464	arrived	None	0	128	0	0	0
2026-05-02T20:55:09	12	251.454678	358	arrived	None	0	132	0	0	0
2026-05-02T20:55:11	13	247.641500	343	arrived	None	0	136	0	0	0
2026-05-02T20:55:13	14	74.901672	478	arrived	None	0	140	0	0	0
2026-05-02T20:55:16	15	-105.096776	567	arrived	None	0	147	0	0	0
2026-05-02T20:55:18	16	225.243985	343	arrived	None	0	152	0	0	0
2026-05-02T20:55:20	17	206.947180	318	arrived	None	0	157	0	0	0
2026-05-02T20:55:24	18	-473.097399	945	arrived	None	0	173	0	0	0
2026-05-02T20:55:28	19	-274.243463	746	arrived	None	0	206	0	0	0
2026-05-02T20:55:30	20	106.108979	496	arrived	None	0	212	0	0	0
2026-05-02T20:55:33	21	124.106707	462	arrived	None	0	221	0	0	0
2026-05-02T20:55:34	22	254.788210	346	arrived	None	0	226	0	0	0
2026-05-02T20:55:37	23	149.554301	363	arrived	None	0	229	0	0	0
2026-05-02T20:55:39	24	-158.035354	442	arrived	None	0	233	0	0	0
2026-05-02T20:55:41	25	-363.212316	449	arrived	None	0	240	0	0	0
2026-05-02T20:55:43	26	106.936671	331	arrived	None	0	244	0	0	0
2026-05-02T20:55:44	27	146.374680	127	arrived	None	0	244	0	0	0
2026-05-02T20:55:47	28	169.239867	506	arrived	None	0	252	0	0	0
2026-05-02T20:55:49	29	164.647938	486	arrived	None	0	261	0	0	0
2026-05-02T20:55:52	30	78.101357	424	arrived	None	0	266	0	0	0
2026-05-02T20:55:53	31	94.140840	110	arrived	None	0	268	0	0	0
2026-05-02T20:55:55	32	-72.969290	438	arrived	None	0	274	0	0	0
2026-05-02T20:55:57	33	301.152520	233	arrived	None	0	278	0	0	0
2026-05-02T20:56:00	34	81.380204	675	arrived	None	0	289	0	0	0
2026-05-02T20:56:02	35	-250.880000	315	arrived	None	0	294	0	0	0
